"family"	"genus"	"specificepithet"	"stateprovince"	"county"	"locality"	"uuid"	"count"
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island: little harbor"	"9a41ea9f-2728-40b7-97d8-75ff14d3cd33"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"san luis obispo"	"w of oso flaco lake."	"9bd50f89-4b57-4949-a8cc-c01ef2c793a5"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island; ben weston beach (mills landing)"	"a0862baf-7c09-49c1-a092-e1baf6aca1a3"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island: ben weston beach"	"a67227ba-0d48-4eb7-879f-85674e626939"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island: ne corner of ben weston beach, ca. 100 m from ocean"	"bedc1ef2-7bd1-458c-bce2-286b14f5f90b"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island. n beach of little harbor"	"bf4d74a3-d913-4193-b75b-a19caeb619e1"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"little harbor, santa catalina island"	"c8bd4ec7-5516-43d3-8be7-4fd4a03760f1"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island; little harbor."	"c8c214b7-11cf-4590-8c62-2cd6d1c3fb4f"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island: ben weston beach"	"d4f87bdc-9b4a-47ac-afd5-69d821d66203"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island: hillside south of ben weston beach"	"d6526eed-aa90-4c18-ae8b-99a18660bbbf"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island: little harbor"	"e21fe55c-2da3-4e7b-9c0b-7ac5bd13cdff"	24
"nyctaginaceae"	"abronia"	"maritima"	"california"	"los angeles"	"santa catalina island: ben weston beach"	"f71a449d-5681-4f6a-a20d-a57265d12d82"	24
"fabaceae"	"acacia"	"melanoxylon"	"california"	"los angeles"	"santa catalina island"	"56e53c9a-02d2-4ec0-a105-74d4599d4854"	1
"sapindaceae"	"acer"	"macrophyllum"	"california"	"los angeles"	"santa catalina island. avalon"	"aa6deb62-fbe0-4df2-832e-af09452cf7b7"	1
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: e of parson\'s landing"	"022d6965-62a3-4aa2-af11-df49d3e412b8"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"in dry fields, isthmus santa catalina island"	"03b6ffe0-83e7-4f57-b600-4bfbe50d49e7"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island"	"0a7b84b7-60f1-48ec-8b9d-acce6b39c088"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"catalina harbor"	"112f634b-4def-434d-8dc9-025736c66c05"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"avalon, santa catalina island."	"2cf3c015-a2b9-44d4-9f4d-accd7b0f1fbe"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: deer valley trail"	"2eb8dda8-c5a3-4243-8394-a98760810963"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: ridge between cape and skull canyons"	"309c9d09-5816-4500-b3a6-38c48d0bd89e"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island. junction of skyline drive & pebbly beach road."	"4eb66408-3f7a-4f5e-84d8-19527beaee9b"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: deer valley trail"	"5ba8c06f-fa79-44e1-9f4f-c8efd9062d31"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: s side of little harbor"	"6e50b7fe-ba06-4650-b3e6-e81e07ba5b40"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island, along pebbly beach drive se of avalon."	"6f265d99-d25a-466b-8583-6e5d0f59887e"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: small cyn between cottonwood and middle ranch cyns"	"7ab4e5c0-06e2-4d83-a02f-991a48abefa7"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: isthmus"	"7b68099b-59cc-4386-9ffd-00e8c07a6ae5"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"small canyon betw cottonwood and middle ranch canyon middle ranch canyon; santa catalina island, middle ranch canyon"	"7f2f2b68-1385-4c51-8d11-f79ac6a5477b"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: cape canyon."	"86e46591-bd0a-42d6-a62f-7d21a55d2b64"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island. isthmus."	"8747ec8a-14d0-4b9a-9549-b42b264d11dd"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles county"	"santa catalina island. junction of skyline drive & pebbly beach road."	"961a705a-af25-4065-b1a5-eaa55dcb00eb"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: e of parson\'s landing"	"a08977f8-df86-4fa1-b391-a2ed7728fd9e"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island. near blue cavern point"	"a676a55d-7e87-4944-ae62-c1d0f079ac3c"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island; junction of skyline drive and pebbly beach road."	"aa17cbed-df2b-4f9a-b42c-1e8cdf8d89d1"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island"	"b0f4ef1d-f8d3-4a9a-86a5-4a2b31b1f4ad"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: w side of middle ranch cyn, just s of middle cyn rd, ca. 1.4 mi from intersection with airport rd"	"b528b509-950c-44f3-bac7-444e00e3ace4"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"small canyon between cottonwood & middle ranch canyon santa catalina island"	"b52c7ed1-a85f-433a-8fab-595090213286"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"avalon. santa catalina island."	"dbdbdeed-bfa1-4871-8130-6b96ad2b745a"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: between little harbor and cottonwood crk"	"dc2e57cd-20c5-4e19-bd31-3c4e8ed40607"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"at junction of skyline drive and pebbly beach road. santa catalina island"	"de691631-903d-4be1-9c5b-bde43cf81848"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island: cape canyon."	"e48d796c-9385-4d53-a3b4-231d051de320"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island, shady canyon slope above the beach road south of avalon."	"e78fd612-deeb-4262-a3c8-be6ea5b4f851"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island"	"effc6c4e-5521-4055-89a0-1bd31c4b9a0d"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island"	"fb0f2296-a1e5-485e-9f68-6e4f54bf66c5"	31
"asteraceae"	"achillea"	"millefolium"	"california"	"los angeles"	"santa catalina island. small canyon between cottonwood and middle ranch canyons"	"feb09186-b52d-4e93-96df-06277126e244"	31
"asteraceae"	"achyrachaena"	"mollis"	"california"	"los angeles county"	"santa catalina island, along road between upper buffalo corral reservoir and summit reservoir"	"0187ade5-5eed-4c52-8133-386df1ccab13"	5
"asteraceae"	"achyrachaena"	"mollis"	"california"	"los angeles"	"santa catalina island. along road between upper buffalo corral reservoir and summit reservoir, ca 260 m due s of 932-ft knoll."	"355f25b6-5c85-441b-9bde-001c72bbd632"	5
"asteraceae"	"achyrachaena"	"mollis"	"california"	"los angeles"	"santa catalina island. road to isthmus (from avalon), just past gate and isthmus summit reservior."	"8635d721-381e-4362-b052-64e3ce7fb23f"	5
"asteraceae"	"achyrachaena"	"mollis"	"california"	"los angeles"	"channel islands santa catalina island, near upper buffalo corral reservoir"	"9dc1a31f-58b6-429e-8191-1d1aad6735a6"	5
"asteraceae"	"achyrachaena"	"mollis"	"california"	"los angeles"	"santa catalina island, along road between upper buffalo corral reservoir and summit reservoir ca 260 m due s of 932 ft. knoll; santa catalina north usgs 7.5\'quad"	"b4e771b4-2eb4-443c-9c3c-2d9bc0ed3188"	5
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"howlands landing, santa catalina island."	"0112065a-87fc-4867-a914-20406002db5e"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island: deer valley trail"	"02855a35-ad23-4c05-a91d-09dab75eec82"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"near mouth cottonwood canyon; southern california, santa catalina island"	"0a749b0a-5209-498e-8131-b28add3c7451"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"avalon; santa catalina isl."	"0f5ec9a3-68eb-4198-be82-f542081eea55"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles county"	"catalina island"	"1341baaa-eb5d-45d8-bc90-5dd9fb6fa9ea"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island; upper end of avalon canyon along road."	"1dc86c03-8659-472f-8290-975147ceea23"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles county"	"santa catalina island"	"22c1de98-bcd4-4633-9914-9005c68b0847"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles county"	"avalon, santa catalina island"	"27f9e31a-bbbb-4edb-bafc-cab39ec7feb8"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"avalon canyon -hour trail, santa catalina island."	"2c024b05-9ebb-4459-820a-6d753bb442d5"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina is. descanso canyon."	"3f1192e2-493c-46e6-a535-151ee6bb6dfe"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"avalon, santa catalina island"	"4d66d892-9b9e-4d00-8da9-f764696a5ece"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"road east of avalon; catalina island"	"62555204-b867-480c-acc0-a5afd494eaa7"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles county"	"avalon, santa catalina island"	"664d3949-1732-4918-b72e-d65052884976"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island, cottonwood canyon"	"76bf8347-0193-436f-b1c4-bc10e69b283e"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island: upper end of avalon cyn, along rd"	"7a432e2e-bb2e-4582-a08e-29b1fc8de4b5"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island: cottonwood cyn, near mouth, s wall"	"848f69c5-ac0c-4435-acaa-f9eb1654be78"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"channel islands santa catalina island, cottonwood canyon"	"96215036-c9a6-45b8-8e55-c40b37bf2d80"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"avalon, santa catalina island"	"9dcb8667-dcf3-4ecb-9004-58c50b469b0c"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island. w end of island beyond the isthmus, lower bouchette canyon (draining northeastward to johnsons landing)."	"a1af5aca-a598-416a-91ba-addb223ef51c"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island"	"a4d8fc50-b2d4-4daa-b813-95b3972bba2a"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"catalina island"	"a51bfb17-dd7e-47ca-b4f6-cb9d01e9c185"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island: ironwood gully, s of catalina harbor at the isthmus"	"aadb99e7-7200-47f8-9fba-f49035c5bfed"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island. at upper end of avalon canyon along road."	"ab827951-f2fa-4088-a4eb-7a923e4668fc"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"cherry canyon santa catalina isl."	"b0d8853a-8a55-4494-89d6-6e3f73e7101c"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island: lower part of small cyn at w end of empire landing rock quarry site"	"b6dba075-363f-4178-ad70-af4da5e91ad5"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina island: deer valley trail"	"bb46776b-570e-4d6b-b51e-3c33d3d8a709"	27
"asteraceae"	"acourtia"	"microcephala"	"california"	"los angeles"	"santa catalina id."	"d1ff90e4-660f-4e94-b3c7-760bbfd427eb"	27
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island. sw part of the island in the vicinity of cactus peak (1560 ft. ); northeasterly slope 100 meters due n of summit; santa catalina island south usgs 7.5&iacute; quad."	"00adc2fd-4d9b-4f76-8ac5-989184f4a7bf"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina isl."	"09db0ce2-86fa-4590-a8e8-606e7d63482c"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina islands - summit"	"0c44209b-8cc2-4c4a-8476-a77c7baf6cdc"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"ithsmus, santa catalina island"	"15fc1ddb-d75f-484c-8281-f46df4b19ea8"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island, upper white\'s landing road"	"16e99b69-2897-4058-9c12-6004a4fd8260"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina isl., avalon canyon"	"16f04230-503c-406e-af99-c52125be3bbe"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"catalina isl."	"189c7886-fed2-41b1-a212-e0962120dad8"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island, along the equestrian trail, back of avalon"	"1c60e93e-1e09-41d1-a810-6dee1330d61a"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"avalon canyon, santa catalina island."	"216e38ac-8ea2-459e-8a3c-6b57965c376b"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island; buttonshell beach."	"21e78a64-5c5f-4424-9801-839cbb3e0221"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: by upper white\'s landing road"	"2a83bb03-677b-4dec-9288-41a8d174cb41"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles county"	"at east end of isthmus harbor, santa catalina island"	"381d9f85-6feb-4801-bb32-a97d9b1b739d"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"white\'s landing, santa catalina island"	"3a13ff11-ea6d-49a2-b886-bb6a953a5465"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles county"	"santa catalina island, along the equestrian trail, back of avalon"	"3a4588e6-cb0e-4ec6-b859-dd59149b9d14"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"at east end of isthmus harbor, santa catalina island"	"3e312dfc-4f3b-46c1-bacf-47dea84efd9f"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"catalina isl., white\'s landing"	"3f0b9db6-523e-49f4-b08e-2594f8b9072e"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"4th of july cove, catalina island."	"3f5cab4f-0c00-4d69-8d41-3aa7e14de89b"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island, hillsides, middle ranch"	"3f9e34f4-7f71-42f0-b44b-4c500678b9c4"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"black jack mt., few hundred feet below summit; santa catalina island"	"46314b30-de45-4f24-9d15-52cc07ce3d48"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles county"	"santa catalina islands - summit"	"489d65c9-1e3f-478c-a1b3-d0f253657d4e"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"catalina island, camp frost"	"4bbd7ed9-c2c4-4a8f-aa03-6d4a46d3bb85"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: \"near airport road, just past road to black jack campground\""	"4d09e4d0-78b1-4ba0-91da-e1bb96959461"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island"	"4d16fe08-6bd9-4d50-b1c8-869934c8f72d"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"avalon canyon, santa catalina island."	"5d686805-5ac9-4a05-84bd-6a08c4cc5d70"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"fourth of july canyon, santa catalina island."	"6768b8cc-5a73-4fda-8bae-7aa7b979ac64"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles county"	"santa catalina island"	"6b35d489-6039-4d26-8493-0d29f5b77523"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: 1/2 mile from camp cactus near road between middle canyon and bulrush canyon"	"6dc1a461-5e9b-49f5-b13b-15abb17c99fe"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: middle ranch"	"7082a8dd-c944-47d3-82c1-2d9710c495dd"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles county"	"white's landing, santa catalina island"	"73394846-92ae-4623-8b12-1d3a30d108aa"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island. upper end of avalon canyon along road"	"73666fe3-2817-48f8-836d-c20a74e5d693"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"avalon canyon, santa catalina island."	"74d24239-b264-40c4-98e6-a3764f231253"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island. along road between the isthmus and fourth of july cove."	"7b5661cd-c018-4c8d-8496-dec96cfe9208"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: \"0.2 mile w of jct. of echo lake road (white\'s landing road) with airport road, sw side of road\""	"7dbc8bd8-8af9-496d-8607-f6ddb9599d57"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina isl., white\'s landing"	"8f5ec3ef-752a-4dd5-9f1e-0a7eec47084a"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles county"	"white's landing, santa catalina island"	"90f8f465-a1b7-4326-a73e-cb26a268b744"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina isl., avalon canyon"	"95798695-868e-442e-a948-cab1b67449ba"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island. lower road above cherry cove just n of fourth of july cove"	"98cdd2cc-2b72-4cd6-b842-7d341c1ebd5b"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles county"	"white's landing, santa catalina island"	"9a7859ed-bef3-45f5-8684-5f4d817ca244"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"along equestrian trail back of avalon; santa catalina isl."	"9da36537-5e09-4748-9962-68a024a92c38"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: lower middle canyon"	"ab2b9618-0b73-4b9a-8f78-ca441fb04500"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: ironwood gully, s of catalina harbor at the isthmus"	"ae9da614-d6d4-4791-b096-4a72d7facf66"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina isl., middle ranch"	"affeb056-bafb-4051-ae2c-5acea16bf307"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"white\'s landing, santa catalina island"	"b15fe510-e501-4fc4-a228-8e854ebf8282"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"equestrian trail back of avalon, santa catalina island."	"b1de8c08-06d2-4005-bdf2-b966a3b4a269"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: s slope of black jack mtn, a few hundred ft below summit"	"b292ea02-ef7a-4a1c-930a-58f0738d60c0"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island. in chaparral on south slope of black jack mt., a few hundred feet below summit."	"b2971f2e-3d58-430a-a323-a182cc30be85"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"channel islands santa catalina island, within 0.5 mi of the u.s.c. marine sciences station at the isthmus on the n end of the island"	"bea7475f-9dcf-47ed-866c-6cf9947a3bd2"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island. upper avalon canyon, by water tank above wrigley memorial."	"c7015c85-de4b-46a2-bb28-408ccc472ceb"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"isthmus, catalina island."	"cbd13a6f-c8ae-4bc6-a694-df08461dd0a2"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"bullrush canyon. santa catalina island."	"d73ce096-585c-409e-85ae-5add195c90ca"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa cataline isl., cherry canyon"	"d9e49cef-dea4-4630-9fff-bad3bb564df3"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: northeast of upper end of road to white\'s landing"	"ddbb2085-fc03-4984-adf7-02c003253f37"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island; buttonshell beach."	"df0f9c9d-75ec-4a4d-8a8b-40cc6d958671"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"avalon canyon, santa catalina island."	"e2261b2c-1270-40f0-8b9e-e6ee4037e420"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"catalina island, 3694442.195n x 368796.921e"	"e99d7ae2-2367-4492-bc88-e44a24196bfa"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"middle ranch, santa catalina island."	"eb827d4d-895a-44a8-8176-84f04e7ea2d9"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island: small cyn at e end of isthmus harbor"	"ee1e43c0-77b1-4aa7-bc29-083bc230aa2b"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"white\'s landing, santa catalina island"	"ef328341-574e-4e6a-9347-8dc4e2ba73b6"	59
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"santa catalina island"	"facd5620-8cac-445a-b0c5-dc1dea72139d"	59
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"santa catalina island, lower cottonwood canyon from road to beach."	"2abdb44b-805f-4896-b34d-791e8495b4c8"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"santa catalina island. hamilton canyon near avalon."	"31ddba44-e0a0-4b23-b4ff-e064ae1e0ee8"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"white\'s landing, santa catalina island"	"4dded989-8e1e-47de-8314-26159eb3f08c"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"middle ranch gorge, santa catalina island."	"67638d1d-d273-487b-99ed-34837ac4fb36"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"near avalon (hamilton canyon); santa catalina isl"	"6c0a137d-8909-40fb-a873-80e254c8ac32"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"santa catalina island. hamilton canyon near avalon."	"8a47de96-795f-440d-993e-b3a661c73c35"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"hamilton canyon near avalon, santa catalina island"	"8e7d8884-ca3d-40da-b0d7-44eb2eff14f7"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"cottonwood canyon, santa catalina island."	"a2e1d37f-d993-419f-a2f4-be9b7b359643"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"santa catalina island, silver canyon."	"a39b0e3b-6208-4073-b860-c35c1df03615"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"middle ranch gorge, santa catalina island."	"b04c554d-75eb-4b3a-b037-e4d197a8c55a"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"channel islands santa catalina island; below second bridge below eagles nest"	"b34a224a-ac3c-4521-87b3-ac96aa04e0c4"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles"	"catalina isl"	"bac8d22e-0f74-402f-a686-4a18e766fc39"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles county"	"white's landing, santa catalina island"	"bbc03528-1c19-4e30-a359-526a17d03afa"	18
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"los angeles county"	"white's landing, santa catalina island"	"db28c3f8-a3a4-4825-b2c2-ef97b196d78b"	18
