"family"	"genus"	"specificepithet"	"stateprovince"	"county"	"locality"	"uuid"	"count"
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"san clemente island: east side of the island, near malo point, 1st canyon south of bryce canyon."	"6e53368b-8163-4ec2-8ce4-6e09b9c015c5"	5
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"e. side san clemente isl."	"87977734-4a4c-46f4-b4e6-28a7975c1d8b"	5
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"san clemente island: canyon head, horse canyon"	"bddaeb9b-c26a-4412-a8f9-e974bb088b07"	5
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"los angeles"	"san clemente island: canyon head, horse canyon"	"cd5a0f78-f039-464d-b8d1-6f73b257790c"	5
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"vicinity of mosquito harbor"	"0179ac60-4863-4930-9d5f-1d70012e84ed"	9
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"san clemente isl."	"2fa10927-38a9-436e-8f5f-5d1b35538fd8"	9
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"san clemente island: e of thirst"	"5f31ba6c-9075-4a7a-a94b-db797d1a510e"	9
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"vicinity of mosquito harbor"	"8502d08f-0ff3-4af8-acdd-ec1a6ddfe1b2"	9
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"channel islands san clemente island: e side of the island, near malo point, third canyon south of bryce canyon"	"8a815926-ef25-4c0e-a9d1-081ff8f0ae62"	9
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"channel islands san clemente island"	"b706bfd5-61e6-48f6-a34c-170b1175c07c"	9
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"channel islands san clemente island, eagle canyon"	"b92e7f94-8a11-4cba-8fee-e3d1f4620d50"	9
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"san clemente island: vicinity of mosquito harbor."	"c44c0272-b12d-4b29-b9b9-b3467d179960"	9
"pteridaceae"	"adiantum"	"jordanii"	"california"	"los angeles"	"san clemente island: w fork of near-death cyn, draining to mosquito cove (drainage beginning 800 ft n of rest; 1800 ft se of malo knoll; upper portion of drainage"	"cf433d5a-08b9-4a15-a011-dc061e9e4cc8"	9
"amaryllidaceae"	"allium"	"praecox"	"california"	"los angeles"	"san clemente island: san clemente island"	"23b3a9c1-1fe5-4726-890c-1874daf2f1c9"	6
"amaryllidaceae"	"allium"	"praecox"	"california"	"los angeles"	"san clemente island: w fork of near-death cyn, draining to mosquito cove (drainage beginning 800 ft n of rest; 1800 ft se of malo knoll; upper portion of drainage"	"6858765f-1604-428e-9ed9-bd1633bd7fd3"	6
"amaryllidaceae"	"allium"	"praecox"	"california"	"los angeles"	"in clay soil above wilson cove, san clemente island."	"c011e552-a1bf-433a-9c0b-a2132c94a54f"	6
"amaryllidaceae"	"allium"	"praecox"	"california"	"los angeles"	"channel islands san clemente island: waynuk canyon, w slope of the island"	"c620a915-79e7-4333-bc04-29e1ab2b99f8"	6
"amaryllidaceae"	"allium"	"praecox"	"california"	"los angeles"	"san clemente island"	"dbba0d1e-cbff-4c93-955e-c5362672899b"	6
"amaryllidaceae"	"allium"	"praecox"	"california"	"los angeles"	"san clemente island: 0.25 mi up cyn from its mouth; cyn half way between eel pt and seal cove"	"f490af46-eab3-4997-ada8-572edcdb67ce"	6
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"vicinity mosquito harbor; san clemente island"	"07a2b381-d09f-4ea4-a345-1c964145705c"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"northwest harbor; san clemente island"	"1220816b-74a7-49d6-bc02-bfe604271908"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island, vicinity of mosquito harbor"	"165ee1d9-88db-4f1d-a723-9f13ea46a347"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island: w end airfield runway, west cove"	"2309965c-c789-4f02-82f0-a8647e33fd50"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island"	"23b47d24-69b7-4cdf-8bd7-45c12ba3f141"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island: beach w of wall 2"	"23dcf422-4d61-4ab1-88ff-77cb8ffa5e4e"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island"	"29769996-4043-407e-a89b-8c0c67c8d5db"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"e end northwest harbor; san clemente island"	"699eccf9-cd8f-4701-93fd-42edbb1b4e61"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island. west dunes along road to s end dunes. 50m from beach, behind rock jolting up at beach; in shrub dune interface zone."	"8b7de89e-1326-431c-81f4-a5fb1dccabf6"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"channel islands san clemente island: lower half of china canyon, s end of island, w side"	"8d076e68-7139-4bfb-8f3d-a7e62944eb82"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"all over large dune on coast north of a point due west of wall 2, san clemente island"	"8ee9c5d1-7844-4618-8a91-7a08189f634b"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island: lower half of china cyn"	"9e10c936-471e-47cb-879c-c1b3596b17b2"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island. lower half of china canyon, s end of island, w side."	"9ead057f-999c-4615-b8b9-b7006c499dc1"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island: lower wilson cove cyn, just above shoreline near pier operations"	"aaea2328-f933-485a-8243-9f78d399d420"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island"	"b83c0e44-1e28-4592-8406-4bf6034886a6"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island"	"c2295fed-427f-42b8-8787-16a8e3cbc601"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island: near ocean w of wall 2"	"c3b3ec04-7b08-4b1d-bbbb-02a79a21b5cb"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island: w end airfield runway, west cove"	"c865c677-3c06-4c29-8db7-3a51e6fda468"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"vicinity mosquito harbor; san clemente island"	"ce58f97f-fffc-4f0c-aea1-d71aeeb27e7d"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island: mosquito harbor"	"d17d176a-5d23-4fb1-ba0f-050421777269"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island, vicinity of mosquito harbor"	"e6164da4-2c50-4183-b58e-42909c5a7f94"	22
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"los angeles"	"san clemente island, sandy flat northwest end"	"e6cae3f0-8726-4712-ba0b-e36502253a19"	22
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"los angeles"	"channel islands north end of san clemente island, around new nursery 500 ft. south of natural resources office on south side of base headquarters, c. 1.5 mi. se of airfield"	"1d14193c-20f3-4fb8-a591-34a677bc1a66"	5
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"los angeles"	"san clemente island"	"8015d25c-3829-442e-b744-8777950aea8a"	5
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"los angeles"	"san clemente island, canyon 2 miles southeast of eel point"	"909bfe3f-7432-46a3-9b09-8989d90fbee9"	5
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"los angeles"	"canyon 2 mi se of eel point; san clemente island"	"a271ee11-2db4-4c91-a377-571376102b1e"	5
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"los angeles"	"channel islands nw part of san clemente island, terrace in vicinity of darter"	"abb1af7d-9341-4901-ac99-73929ea37598"	5
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"los angeles"	"san clemente island. 1/2 miles south of the west end of runway at sherman field."	"22351a1c-9891-4d3c-8e61-9136ee9f3bdb"	6
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"los angeles"	"channel islands san clemente island: e side of the island, near malo point, third canyon south of bryce canyon"	"552d036b-f6d9-4336-bc89-2a12f27c7adc"	6
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"los angeles"	"san clemente island, coast san clemente island"	"7281c193-0cef-4153-bf85-d04d6665657e"	6
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"los angeles"	"san clemente island. lower half of china canyon, s end of island, w side."	"c1f25f56-7602-4c43-9e03-d8f1a01b944c"	6
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"los angeles"	"san clemente island: south of eel point"	"d2e8e050-59b7-4458-a674-194a8bc08caf"	6
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"los angeles"	"channel islands san clemente island: e side of the island, near malo point, first canyon south of bryce canyon"	"f0f9ec81-3e3b-4676-bf33-18212c76c9bc"	6
"primulaceae"	"anagallis"	"arvensis"	"california"	"los angeles"	"san clemente island. lower half of china canyon, s end of island, w side."	"4f23e862-b432-4e26-8a5e-45a66491ccd0"	1
"saururaceae"	"anemopsis"	"californica"	"california"	"los angeles"	"san clemente island"	"e09aaf9b-3506-41aa-ad28-ceb9bd62ca90"	1
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: un-named knoll ca 5500 ft. s of wilson cove settlement; westerly slope 2500 ft nw of the 750\' bm"	"0bab9272-67ec-4e7b-b4bf-9b147d9e5847"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"low shore on w coast san clemente island"	"1bd070fd-1ac2-4e15-a936-89a7e0f4e5ab"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island, southeast tip of island opposite pyramid head"	"1f84680c-c40c-4568-a734-c38feb440ef2"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: c. 1/2 mile sse of eel point, sw side of island"	"3183f056-df1d-4328-8925-0f6c20a98daa"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: mouth of canyon at south end of seal cove"	"36456fff-89a5-4121-bf20-c5a445cb87d9"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: china pt"	"36eb6a43-b637-43dd-84ef-bbb69529e490"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: low shore on west coast."	"426c060c-d250-48b4-b4c7-916b8e5cc47b"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island, above wilson cove"	"44f36076-b357-44c8-975e-41f3272bbd66"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island. lower half of china cyn, s end of island, w side"	"485941e1-aade-4fb6-927b-58c7d064ccca"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"un-named knoll ca 5500 ft s wilson cove settlement (westerly slope 2500 ft nw of the 750 ft bm); san clemente island"	"5ec4f7d7-07bf-4727-bcc1-5db66e4c1acd"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island, &frac12; mile southeast of west cove"	"5f2e98cc-937a-4c5d-ba02-fbc2e80281f1"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: edge of mesa on se tip of island opposite pyramid head"	"5ffe401c-9b69-411e-aabe-571574716942"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island. lower half of china canyon, s end of island, w side."	"6b637504-1fb8-45a6-a9cc-c26e632b8e5e"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: un-named knoll ca. 5500 ft s of wilson cove settlement"	"6b8894e5-5537-4fff-bdc8-ef287b3617af"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente isl"	"72d6b54b-1eac-493d-a4b9-ac3c8791d69e"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island, n of eel point, central west coast"	"7a95a426-da63-4dd4-9b0a-6b59f29f3b46"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: steep walls of second cyn s of seal cove"	"7e5d82d9-80e1-47d2-9991-d21eeea2b7da"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"guds, san clemente island."	"81091f47-cae0-4f1c-8d7b-f74611a2f69c"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: e end of pyramid cove"	"8a3e4657-661c-4dec-85ac-4fb9a2f3d175"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: sandy beach w of wall 2"	"8d147de1-ca8d-448d-a9ea-d0507cd3e08a"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: spray [point], w side of island about 5300 feet n of eel point."	"9be98754-be9b-47f0-aa02-eae57623628f"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: pyramid cove at s end of island."	"a366d409-3ce2-4f9e-89d5-c3101de62781"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island un-named knoll c. 5500 feet south of wilson cove settlement; westerly slope 2500 ft nw of the 750\' bm"	"b5815bc1-0d9b-477c-baa7-e48aff460d09"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island, pyramid cove at south end of island"	"ba021095-1872-4907-9325-b10a5f45c668"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island, east of wilson cove"	"bfb15911-516e-44ee-a650-9d5b0b849930"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: on sides of small arroyo above wilson cove"	"c2b916ad-a119-4fc2-bafd-f66a0c1f1e80"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island, middle of island"	"c4ab8600-23c6-4a6c-984d-52ba277466ba"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"walls of second canyon s seal cove; san clemente island"	"c512c700-d7ba-4c44-bc00-dca8a71d9489"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"east end of pyramid cove, san clemente island"	"c8446579-acf1-479d-88bb-6ff5755673d9"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island."	"db471473-d0af-4053-bcae-a89ab3a54733"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: flats behind shore between whale pt and northwest harbor"	"dba4d091-298d-45ab-bf10-8b0168673c48"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"beach due west of wall 2; san clemente island"	"e233e061-fd62-4917-a4bd-3280fe1b2e21"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"sandy beach due w wall 2; san clemente island"	"e5eed1ed-bf1d-4d7f-b981-b307ab06be39"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"channel islands san clemente island: lower half of china canyon, s end of island, w side"	"f312db4d-f9bb-4f72-837c-553be7c5da64"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: lower half of china cyn"	"f321d56f-f801-45fd-bae4-9e4f1dd711d4"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island: sides of small arroyo above wilson cove"	"f866f11d-bc65-4e79-a2e4-025d95897ef7"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"san clemente island."	"f96d5a9a-69a1-495f-9342-bc44717eaf9a"	38
"amaranthaceae"	"aphanisma"	"blitoides"	"california"	"los angeles"	"sides of small arroyo above wilson cove; san clemente island"	"fdf6c31c-9cf1-4aa4-887c-24ac81388476"	38
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: near head of china cyn, ca. 2 mi from china pt"	"0fe53f8c-56da-4bc1-b2a4-c115f84379fe"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: upper reaches of china cyn"	"2037ceb7-760b-4d2d-b9bf-4b823fa2325b"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: 1300 ft nnw of guds (888\') marker"	"214ebd75-2d6b-4c42-adae-4c37bb9a2ce2"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: 1300 feet nnw of gud (888\') marker."	"24289eaf-a634-4fe2-9208-fba00eaddd26"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island. vicinity of mosquito harbor."	"3443b7f3-6638-4d7a-8c76-cf9d6bd3653b"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island. head of chenetti canyon on the west prong of the trident formed at the top of the longest tributary. 1330 feet sse of rest triangulation point."	"44e78c3e-191a-48cd-8b05-1f464372961b"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"vicinity of mosquito harbor san clemente island"	"52a4ff0c-eb7e-47ab-a70f-7244e1c87723"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"channel islands san clemente island, near head of chenetti canyon, just sw of the w prong of the trident formed at the top of the longest tributary; 1330 ft. sse of rest triangulation point (1336 ft.)"	"5799f072-8447-4ec6-b0b5-f52fa224b2fe"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"just n of gray, san clemente island"	"92339431-270d-4776-868c-8b973b9bbced"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: pk 1942, directly s of white rock, near triangulation pt &quot;alta&quot;"	"93b2daa4-096b-455b-9faf-88267dd67d8e"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: second canyon south of seal cove"	"9501cb67-7e8d-42db-a5e3-c87cdae628e5"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island. vicinity of mosquito harbor."	"a2d83ea9-3b24-4a57-bf0a-8ccb9d81e9f5"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"channel islands san clemente island: upper reaches of china canyon, s end of island, w side"	"a578bd99-b2ef-4695-9d1c-a96825675ab9"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: extreme se end of island, at base of se side of sibara ridge, ca. 0.35 miles s of triangulation station \'guds\'"	"a646f43f-3abe-4edd-8587-b317693f94f5"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: sibara ridge overlooking pyramid cove, ca. 0.3 mi s of triangulation pt guds"	"a6c970c5-c7e6-49d3-9512-641af481a4f3"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: head of chenetti canyon, on the w prong of the trident formed at the top of the longest tributary; 1330 ft. sse of rest triangulation point (1336-ft)."	"acc50a13-3000-43f6-b7c1-d954e4016aa3"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: near head of chenetti cyn, just sw of w prong of the trident formed at the top of the longest tributary; 1800\' sse of rest triangulation pt (1336\')"	"b6be1195-ce0b-4aec-bae8-fe56afa5e397"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"on walls of second canyon s seal canyon; san clemente island"	"bab8a2d8-24b5-4938-a688-947e973cb253"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: base of se side of sibara ridge, ca. 0.35 mi s of triangulation pt guds"	"cb76d3d7-ee01-46b1-a11f-fa9f00469a7b"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles"	"san clemente island: upper reaches of china canyon, s end of island, w side."	"eec15f90-0e7b-4c3d-b570-375d92a56c9b"	21
"poaceae"	"aristida"	"adscensionis"	"california"	"los angeles county"	"san clemente island. head of chenetti canyon on the west prong of the trident formed at the top of the longest tributary. 1330 feet sse of rest triangulation point."	"ff0fbb57-d088-4e8d-b346-f43775c55735"	21
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"san clemente island: lower tota cyn"	"18e60f50-41f0-462c-b7f2-4734e2e8c2ad"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"san clemente island, east side of island; bryce canyon near malo point"	"24f50855-ad11-4ace-87e4-9ae13b05dfc4"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"san clemente island, e side of island, bryce cyn near malo point."	"25f49680-68aa-4f92-9132-8dbe62c7f623"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"san clemente island. horse canyon west of thirst pk."	"2be1f310-2258-4ccc-8abb-a51b0d7980f3"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"san clemente island, rim of canyon below lemon tank"	"2e2ebdef-5ac7-42c6-a8f9-b4210c5561bd"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"vicinity of mosquito harbor; san clemente island"	"3089fb8b-4644-40af-85a5-751548ce716d"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles county"	"san clemente island: e side of island, on coastal slopes just s of southernmost canyon in bryce canyon complex"	"30e127c5-896e-4440-b9a4-72d5db81b88a"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"vicinity of mosquito harbor, san clemente island"	"34cdf489-6db2-454d-972d-dbd071c08e6b"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"chenetti canyon, san clemente island."	"378e1ac3-a4ed-492c-a034-820a20f6deb1"	42
"asteraceae"	"artemisia"	"californica"	"california"	"los angeles"	"san clemente island."	"3dc81c8d-a777-479f-93d2-d671b14938c5"	42
