"family"	"genus"	"specificepithet"	"stateprovince"	"county"	"locality"	"uuid"	"count"
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: cyn w of south pt, just below south pt rd"	"0b83e8bd-a437-49aa-8f84-6e0a59d13f5c"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: w of torrey pines"	"0deee8c0-706e-4f62-b943-245d4d7e5ac2"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: upper arlington cyn where indian caves are located"	"11e16f5c-0b82-436c-8651-2d4f8d54b329"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: just se of mouth of lobos cyn"	"1fd4ffae-f399-4dce-a70d-695b2140df2d"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: bottom of cherry cyn"	"28b2b433-09b4-4e7d-812c-91918c13cab8"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"bottom cherry canyon; santa rosa island"	"3e3b75f5-0291-49ed-9818-bef17ac77fab"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: cow cyn along rd from vail ranch hdqrtrs to sandy pt"	"417a3b6d-d735-48c1-aee7-f717b5280665"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: bee cyn near the mouth at the beach"	"417dc085-4992-438b-8e6d-0700611f922c"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: cow cyn along rd from vail ranch hdqrtrs to sandy pt"	"4198a984-93cd-4131-b9af-aada439f3856"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: water cyn, near ranch house"	"744ab01d-eb68-4830-b796-de99dd98af3d"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: w of cliff house"	"96d9505b-44ed-472c-872c-790b12721f25"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: cow cyn along rd from vail ranch hdqrtrs to sandy pt"	"a781b2fe-3bfb-44ea-96a1-e037850cc0e4"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: jolla vieja cyn"	"aabccdd3-f670-4476-ad4a-068f4ccaaec2"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"channel islands: santa rosa island. bottom of cherry canyon."	"b08161ba-c4c6-4f46-ab1f-628218d8d13b"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa cruz island. top of ridge between coches prietos canyon and alberts anchorage."	"cdb59977-eea6-42cb-a1ed-7f0066a4ae0a"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island. e end, torrey pine grove s of beechers bay and w of southeast anchorage"	"fb97698f-7474-4292-9c43-8dd2fc5136b7"	17
"asteraceae"	"achillea"	"millefolium"	"california"	"santa barbara"	"santa rosa island: e of lobo"	"fc2cac0e-efcd-435d-8487-6803d67b7e07"	17
"asteraceae"	"achyrachaena"	"mollis"	"california"	"santa barbara"	"santa rosa island: near black mtn"	"0186f957-c731-442f-98dd-294353aa01e8"	8
"asteraceae"	"achyrachaena"	"mollis"	"california"	"santa barbara"	"santa rosa island: 2.2 mi w of main ranch along rd toward lobo cyn"	"249572fd-7e73-44e0-be34-31928e0b1f82"	8
"asteraceae"	"achyrachaena"	"mollis"	"california"	"santa barbara"	"santa rosa island. near old ranch, east of torrey pines"	"3a095e27-1365-49c5-85e8-4d384a353ee4"	8
"asteraceae"	"achyrachaena"	"mollis"	"california"	"santa barbara"	"santa rosa island: head of cherry cyn, n side of black mtn"	"439faeb2-8daf-4e22-ae51-79669b8585e0"	8
"asteraceae"	"achyrachaena"	"mollis"	"california"	"santa barbara"	"santa rosa island. cherry canyon."	"6a01cd23-2afe-4b63-9f88-ae61ab988af2"	8
"asteraceae"	"achyrachaena"	"mollis"	"california"	"santa barbara"	"santa rosa island. cherry canyon."	"a7deecac-dd13-4827-8c7b-2d69f8ce523f"	8
"asteraceae"	"achyrachaena"	"mollis"	"california"	"santa barbara"	"santa rosa island."	"aa49df81-5870-4fb1-97ef-59473c93f49a"	8
"asteraceae"	"achyrachaena"	"mollis"	"california"	"santa barbara"	"grassland in adobe soil near vail ranch; santa rosa island"	"d9a16d75-4c35-41af-a2e6-4af363010e3e"	8
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island. ridge where windmill canyon turns east toward the ocean."	"2aa02afe-d641-4478-9a88-c70a0529e1c4"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island."	"356cf058-bed0-4852-b3c2-051856902577"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island. ridge where windmill canyon turns east toward the ocean."	"5a40a128-4cea-48c3-af3c-d20cadd37505"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island: ridge where windmill cyn turns e toward ocean"	"5e69532a-ce26-4655-b614-9685496a653b"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island: large waterfall, side branch of san augustin cyn, just downstream from first fk of side cyn"	"7168cbc3-1977-491a-8583-63cf68acf27b"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island: side cyn in drainage e of san augustin cyn"	"737a4b1d-f1a7-4420-b98f-febcc068442f"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island: upper ranch house cyn, above crkbed"	"76735342-1465-4f20-b8a5-eb2109e9dc26"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island: s side of crk at mouth of old ranch cyn"	"800bc32f-2649-4387-8483-fbc52aa8a7e9"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island. water canyon."	"96a828bd-0cfe-4e77-9de7-fde7e1a0c346"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"date given is june 1888 santa rosa island"	"9c99aef4-b3b8-471b-a423-1426dc99a5f1"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island: santa rosa island"	"cabee7ae-efe1-49c9-a3fc-b9b092bcf9d8"	12
"asteraceae"	"acourtia"	"microcephala"	"california"	"santa barbara"	"santa rosa island: upper tecolote cyn"	"e111890b-8317-4aad-9230-4150ae97d141"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa isl."	"127d2545-dd7b-4f23-8a6c-c4f98b317e2f"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island. south of vail ranch."	"20692ce8-882a-40df-8a5a-af378790ee78"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island, south of vail ranch."	"2e527819-0c55-4c07-bdea-55aba507aec0"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island: top of windy bluff, w of eroded cyn, near lower e edge of torrey pine grove"	"2e71e107-1669-4f14-ac5b-d46039418714"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island. mesophytic north slope, top of windy bluff, west of eroded canyon, near lower east edge of torrey pine grove."	"317948e8-cba8-4950-bc16-d5fc234dff29"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"vicinity of bletcher\'s bay; santa rosa isl."	"53e0e38a-f630-4547-bcd0-8790a7331658"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island. torrey pines ."	"7e1777dc-2a0a-4778-8820-375cd25ebdb3"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island: about the torrey pine area, collected on the w side of the pines"	"88254d51-cab6-4f24-9c8d-611eaa252cc3"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"vicinity of bletcher\'s [bechers] bay, santa rosa island"	"ae054f9c-8594-49f5-88cb-172962cb2bd0"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island: near torrey pines"	"c0ae8166-37fd-4430-a46f-479a9a4b7432"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island, south of vail ranch."	"d23f6ad0-dafb-4f0b-8cc2-fa3dc17a9be9"	12
"rosaceae"	"adenostoma"	"fasciculatum"	"california"	"santa barbara"	"santa rosa island: dry ridge, s of vail ranch"	"f1b43ed5-26dc-41c2-a58c-6a7497d78871"	12
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"santa barbara"	"santa rosa island: box canyon"	"4d74033d-ab87-4c5f-9548-9efd02713090"	6
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"santa barbara"	"santa rosa island: near ranch house"	"80f59394-986e-4105-bcc4-c244ebc76dce"	6
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"santa barbara"	"santa rosa island: cyn w of old ranch lagoon and nw of east pt"	"b6c6a2fd-6711-4bf2-92bb-6993b6dcdb01"	6
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"santa barbara"	"santa rosa island: ne of black mtn summit, w fork of e fork (cherry cyn) between ranch and black mtn"	"c79e9486-eb58-41b7-9562-b305c598afbb"	6
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"santa barbara"	"santa rosa island: upper reaches of e fork of wreck cyn"	"ddf6462a-0201-4617-936d-1d10453dd777"	6
"pteridaceae"	"adiantum"	"capillus-veneris"	"california"	"santa barbara"	"santa rosa island: e of tranquillon cyn"	"fcc2364a-a969-4c84-8d0e-a3ca88235b81"	6
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island"	"1d85a737-1d34-450c-ab53-86784dd2d9c3"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: windmill cyn"	"1f8e4573-1ff6-4e5b-a14f-b0994d47064e"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island, box canyon."	"30932733-2dc7-4b3d-867c-bfcee4c214c0"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: lobo cyn"	"3ae13402-33ea-418f-a192-7a7fb7944302"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: torrey pines"	"3ecf879f-50b4-4df6-b132-16d3df8ffd3b"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa isl"	"3f92aff6-7989-4bcd-bb4e-a6d80d5b016a"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"torrey pines, santa rosa island"	"4f7529c8-72cc-45fc-9729-2c1202dc5c4e"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island; 1-2 miles up canyon from house. channel islands"	"7e0a2608-f311-45e4-9bdc-36989dd73097"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: upper part, northernmost e branch of lobos cyn"	"7ee9dd7c-c0c6-43ff-aca9-470e631f8981"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: half way down the ridge in the torrey pine grove"	"839b7054-66bb-41fa-ad1a-dcefb6a9f7c8"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: cherry cyn"	"aa2ed31d-a445-415d-bde2-0f4460ab818f"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: point cyn"	"b1aacf6d-65ca-4f4e-9072-70d0bf266993"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island. box canyon, southwest of southeast anchorage."	"b4d6e6fc-90ad-46b0-88d5-2a12f0f79105"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: n slope of black mountain, under ledge in gully of one of headwater canyons of windmill creek."	"b4ec7828-ab27-47e0-887d-1bc827f01836"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"small canyon in torrey pine grove at southeast anchorage, beechers bay, santa rosa island."	"c072c38c-b6ec-4060-b1f5-37da3e0adbfb"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"channel islands - santa rosa island - cherry canyon"	"e18e9a17-da2c-4307-822c-f62a388e0ee3"	17
"pteridaceae"	"adiantum"	"jordanii"	"california"	"santa barbara"	"santa rosa island: point cyn"	"e491b384-15bd-442d-bd75-b1f97bbc6a88"	17
"asteraceae"	"agoseris"	"apargioides"	"california"	"santa barbara"	"santa rosa island: green cyn [canada verde]"	"1d17b416-60cc-4432-b275-1f345f584c6e"	2
"asteraceae"	"agoseris"	"apargioides"	"california"	"santa barbara"	"santa rosa island: pine grove, s of vail ranch"	"821e51b2-1609-4a2a-aa69-88371e154fd8"	2
"asteraceae"	"agoseris"	"grandiflora"	"california"	"santa barbara"	"santa rosa island: e of black mtn summit"	"61b81069-6738-4297-87c8-c7692c58a950"	8
"asteraceae"	"agoseris"	"grandiflora"	"california"	"santa barbara"	"santa rosa island: bottom of cyn head, w fork of e fork of cherry cyn between ranch and black mtn"	"640b82a1-22ae-46a3-9be5-aab9e5a16249"	8
"asteraceae"	"agoseris"	"grandiflora"	"california"	"santa barbara"	"santa rosa island: s side of rd, 20 yds up point cyn, which drains into w bechers bay"	"7fc565e0-3121-4711-ad0d-0d53510254f5"	8
"asteraceae"	"agoseris"	"grandiflora"	"california"	"santa barbara"	"santa rosa island: torrey pines"	"9a1fc3fa-f244-4479-85f6-d2c2e482f121"	8
"asteraceae"	"agoseris"	"grandiflora"	"california"	"santa barbara"	"santa rosa island: area of nps vegetation transect 4, near marsh, in old ranch drainage"	"b5520c05-6dfe-4165-a1cb-7ee0959c7d9b"	8
"asteraceae"	"agoseris"	"grandiflora"	"california"	"santa barbara"	"santa rosa island. north slope of black mountain."	"c9158ef8-aa80-42ba-aed2-7f3846777d5f"	8
"asteraceae"	"agoseris"	"grandiflora"	"california"	"santa barbara"	"santa rosa island. s. vail ranch."	"d284639d-7cbd-45b9-afea-8de5053e668f"	8
"asteraceae"	"agoseris"	"grandiflora"	"california"	"santa barbara"	"santa rosa island: santa rosa island, mesa near sea"	"d4dba8e1-82d4-4598-8885-5df642080f98"	8
"asteraceae"	"agoseris"	"heterophylla"	"california"	"santa barbara"	"santa rosa island. sea bluffs at east point."	"2fbbd560-004a-4fb4-b727-275595a10209"	4
"asteraceae"	"agoseris"	"heterophylla"	"california"	"santa barbara"	"santa rosa island: east pt"	"389a186f-f927-491e-aaec-f158bf759ffb"	4
"asteraceae"	"agoseris"	"heterophylla"	"california"	"santa barbara"	"santa rosa island: lobo cyn"	"85276b4c-a7cd-4b9f-9fe7-32ce59ad194c"	4
"asteraceae"	"agoseris"	"heterophylla"	"california"	"santa barbara"	"w of (on clayey slope) torrey pines; santa rosa island"	"dd0b30ce-0820-4bfd-b18f-8dc90c52e466"	4
"poaceae"	"agrostis"	"stolonifera"	"california"	"santa barbara"	"santa rosa island"	"8eb60088-8c75-4d85-85cf-343cb6942026"	1
"amaryllidaceae"	"allium"	"lacunosum"	"california"	"santa barbara"	"santa rosa island: torrey pines"	"13a59539-f394-4a64-af9d-3cb980514449"	5
"amaryllidaceae"	"allium"	"lacunosum"	"california"	"santa barbara"	"santa rosa island: e end of santa rosa island"	"6f3c45b0-9180-489d-bf5b-1309120b8cc4"	5
"amaryllidaceae"	"allium"	"lacunosum"	"california"	"santa barbara"	"santa rosa island: s branch of cyn w of old ranch lagoon, nw of east pt"	"a69d9ccd-f313-4fa7-be2e-33509ab0f8a8"	5
"amaryllidaceae"	"allium"	"lacunosum"	"california"	"santa barbara"	"island of santa rosa"	"ba3a7310-a450-4ffd-9b2a-37a11e70cf2d"	5
"amaryllidaceae"	"allium"	"lacunosum"	"california"	"santa barbara"	"east end of santa rosa island."	"f43bf0ee-9e08-4fd2-a3af-653ab5961974"	5
"amaryllidaceae"	"allium"	"praecox"	"california"	"santa barbara"	"santa rosa island channel islands, santa rosa island"	"37124f98-466f-4511-a0b3-78d3ec8d916e"	5
"amaryllidaceae"	"allium"	"praecox"	"california"	"santa barbara"	"santa rosa island: marine terrace between lobo and cow cyns"	"4c83d7b9-a163-4d5a-a8d0-1d91dcbee8af"	5
"amaryllidaceae"	"allium"	"praecox"	"california"	"santa barbara"	"santa rosa island: cyn on w side of south pt, in upper e fork cyn, about midway between pk 1084 and pk 1017"	"94d1315d-ba0f-496f-a240-c5c2b31ac018"	5
"amaryllidaceae"	"allium"	"praecox"	"california"	"santa barbara"	"santa rosa island: santa rosa island"	"a6f11b62-49d4-45a8-94f7-c09aba8bc3a5"	5
"amaryllidaceae"	"allium"	"praecox"	"california"	"santa barbara"	"santa rosa island: near the sea, santa rosa island"	"e0ba6b9e-464a-459b-bf99-fd4afab6d352"	5
"amaranthaceae"	"amaranthus"	"albus"	"california"	"santa barbara"	"santa rosa island: santa rosa island"	"9ae8e90b-78a1-4b80-b448-3e49e2b4f5e4"	1
"amaranthaceae"	"amaranthus"	"blitoides"	"california"	"santa barbara"	"santa rosa island: santa rosa island, ranch vegetable patch"	"7f9e5c78-6af2-4c9b-95e9-86190b573720"	1
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island. beach, halfway between jolla vieja canyon and johnsons lee."	"00305881-7bf8-4bff-9f6e-3f32070cee9a"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island: east pt"	"0a840e1e-bc2e-4312-9b80-7bf9e553832f"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island. e end between skunk and east points."	"210f41d2-35d7-47c0-ae65-cdc6a3005701"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island, east point"	"2a2eb22a-4de7-48a0-a2f2-b204350f95cd"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island: beach, halfway between jolla vieja cyn and johnson\'s lee"	"2afebf4b-a60a-45d8-ab32-ab16fdf80316"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island: santa rosa island"	"327d0165-f885-4c50-93bc-7d99ca0a129c"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island: ne of sandy pt"	"5f542ae2-3415-44dd-b503-32f1179a8104"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island: arlington cyn"	"60645edd-9021-4aea-b6b8-70f1452de898"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island: s side of island by w end santa rosa island"	"62409026-a19a-44ea-b33c-d09834f8c94e"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island: coastal strand of east pt"	"73e562bc-350b-4119-a082-3706526f25ae"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island: near mouth of tecolote cyn"	"af7e83af-9063-44f6-8c72-b25493c5e9eb"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island. east point."	"b96a00e3-2cf3-40a1-9113-eac679d4707b"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"santa rosa island. east point."	"cb552064-2c7b-4dd1-b97c-b545c850c3db"	14
"asteraceae"	"ambrosia"	"chamissonis"	"california"	"santa barbara"	"channel islands santa rosa island: e end between skunk and east points"	"d578b9e6-9302-4f6f-a974-6b5a1284cf26"	14
"asteraceae"	"ambrosia"	"psilostachya"	"california"	"santa barbara"	"santa rosa island: s of the cliff house"	"80b3385b-7694-4e11-b629-78c0d21cc3e6"	2
"asteraceae"	"ambrosia"	"psilostachya"	"california"	"santa barbara"	"santa rosa island: old nps trailer location area, in ranch at bechers bay"	"959d8543-e0ea-44fc-bf41-ce9e93709efb"	2
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"santa barbara"	"santa rosa island; near vail ranch."	"3a0781b2-397a-4bbe-9aa6-a2e03b94d24a"	4
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"santa barbara"	"santa rosa island, near the ranch, becker\'s bay"	"3a91669f-5965-405c-b55c-945f38715d8f"	4
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"santa barbara"	"near vail ranch (santa rosa isl.); channel isl.\'s, santa rosa isl."	"7e3bb885-152a-41d8-aa73-baeae2e03d90"	4
"boraginaceae"	"amsinckia"	"menziesii"	"california"	"santa barbara"	"channel islands near \"the ranch,\" becher\'s bay, santa rosa island"	"818608ba-2186-4910-9c6a-6eec604dafd6"	4
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: carrington point"	"128a21e7-2bc3-45ed-80c2-1f3d19a75982"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: santa rosa island"	"1835e26e-3149-4815-a169-ecae81c496f0"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"near carrington point; santa rosa island"	"186bce40-6215-44e0-8de9-7593390e92dc"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: carrington point"	"195ba7ec-6235-4a28-84e6-854f485e347a"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: santa rosa island"	"19ed5119-68ad-4763-94be-00dea7cb7c02"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"island of santa rosa, coast of california island of santa rosa"	"20ab0d0b-c90f-455f-a028-5b2f466dbd0f"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island. 1 km n of ranch, dunes w of northwest anchorage at ne end of island"	"38f36280-2416-4a0e-a6f1-85958d8410c7"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: santa rosa island, over sea cliff"	"592c03f1-7c9b-4668-ac65-379f1dbaf928"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: near old ranch, e of torrey pines"	"6b7e393d-4490-464b-a63a-a6cb04598bd9"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island. e end between skunk and east point"	"965f527a-8d61-4fe5-a5bc-54559963cac6"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island. 1 km n of ranch, dunes w of northwest anchorage at ne end of island"	"a3a4e69c-26b0-463e-aa33-43055ef1f080"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: just se of mouth of lobos cyn"	"a71cfce6-0c0d-4535-9f01-15f09ed57449"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island. above torrey pines."	"b678a389-92c0-451c-a3a1-0653ce5f760c"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"near carrington point; santa rosa island"	"bde43f89-7908-4ae3-866c-378a0cb914f2"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island. near old ranch, east of torrey pines"	"bf7e9568-7f24-473c-a594-7231cfc1c1c6"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: carrington point"	"ed495d13-6ab8-4bf6-968b-2db2b81a1025"	17
"boraginaceae"	"amsinckia"	"spectabilis"	"california"	"santa barbara"	"santa rosa island: santa rosa island"	"f21c9ae5-20df-439b-97ed-3d8d71e66dc3"	17
"primulaceae"	"anagallis"	"arvensis"	"california"	"santa barbara"	"santa rosa island: nw of east pt"	"1519b5f4-91ec-4d81-af17-3fd3c204f9bf"	10
"primulaceae"	"anagallis"	"arvensis"	"california"	"santa barbara"	"santa rosa island: w of cliff house"	"5ce99f14-86c7-49bb-838b-9cac8e8a7ca7"	10
"primulaceae"	"anagallis"	"arvensis"	"california"	"santa barbara"	"santa rosa island. becher&iacute;s bay."	"67b00e7a-7f11-41a3-b17a-0b0d29f2226e"	10
